Program ID,Program Name,Short Name,Degree,Faculty,Department,Category,Mode,Duration,Years,Semesters,Credits,Eligibility,Minimum Percentage,Required Stream,Admission Type,Entrance Required,Entrance Exam,Semester Fee,Annual Fee,Registration Fee,Hostel Fee,Hostel Included,Security Fee,Total Fee,Seats,Career Opportunities,Description,Approvals,Status,Scholarships,International Eligibility
116,PG Diploma in Journalism & Mass Communication,N/A,PG Diploma,Faculty of Performing Arts & Media,Journalism & Mass Communication,Any,Direct Entry,1 Year / 2 Sems,N/A,2,N/A,Bachelor's degree in any stream from recognized University,45,Any,Direct Entry,N/A,None,19200,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,Diploma in Pharmacy (D.Pharm.),N/A,D.Pharm.,Faculty of Pharmacy,Pharmacy,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,"12th passed with Physics, Chemistry and Biology/Maths as one of the subject from a recognized Board.",45,Science,Direct Entry,N/A,None,66000,N/A,5500,N/A,N/A,N/A,132000,N/A,Pharmacist (Registered); Pharmacy Technician; Drugstore Manager,"PCI approved two-year pharmacy diploma covering pharmacology, pharmaceutical chemistry and dispensing practice.",N/A,N/A,N/A,N/A
118,Pharm.D. (Without Hostel),N/A,Pharm.D.,Faculty of Pharmacy,Pharmacy,Science,Direct Entry,6 Years (Annual),N/A,N/A,N/A,"10+2 examination conducted by the respective State/Central Government authorities with English as one of the subjects and Physics, Chemistry, Mathematics (P.C.M.) and or Biology (P.C.B./P.C.M) as optional subjects individually) OR the candidate has pass in D.Pharm course from an institution approved by the Pharmacy Council of India under section 12 of the Pharmacy Act.",50,Science,Direct Entry,N/A,None,1080000,N/A,5500,N/A,N/A,N/A,1080000,N/A,Clinical Pharmacist; Hospital Pharmacist; Drug Information Specialist; Pharmaceutical Researcher,"Six-year Doctor of Pharmacy (Pharm.D.) program — PCI approved. Covers clinical pharmacy, pharmacotherapy and patient counselling. Hostel not included in fee.",N/A,N/A,N/A,N/A
119,Pharm.D. (With Hostel),N/A,Pharm.D.,Faculty of Pharmacy,Pharmacy,Science,Direct Entry,6 Years (Annual),N/A,N/A,N/A,"10+2 examination conducted by the respective State/Central Government authorities with English as one of the subjects and Physics, Chemistry, Mathematics (P.C.M.) and or Biology (P.C.B./P.C.M) as optional subjects individually) OR the candidate has pass in D.Pharm course from an institution approved by the Pharmacy Council of India under section 12 of the Pharmacy Act.",50,Science,Direct Entry,N/A,None,1680000,N/A,5500,N/A,N/A,N/A,1680000,N/A,Clinical Pharmacist; Drug Information Specialist; Hospital Pharmacy Manager,Six-year Pharm.D. program with hostel accommodation included. PCI approved. Same as without-hostel program — hostel & meals bundled.,N/A,N/A,N/A,N/A
120,Bachelor of Pharmacy (B.Pharm.),N/A,B.Pharm.,Faculty of Pharmacy,Pharmacy,Science,Direct Entry,4 Year / 8 Sems,N/A,8,N/A,"Direct Entry: 10+2 examination conducted by the respective State/Central Government authorities with English as one of the subjects and Physics, Chemistry, Mathematics (P.C.M.) and or Biology (P.C.B./P.C.M.B.) as optional subjects individually).; Lateral Entry: Pass in D. Pharm from an institution duly approved by the PCI.",45,Science,Direct Entry,N/A,None,60000,N/A,5500,N/A,N/A,N/A,N/A,N/A,Pharmacist; Drug Inspector; Pharmaceutical Industry; Quality Control Analyst; R&D Scientist,"PCI approved four-year B.Pharm. covering pharmaceutical sciences, pharmacology, medicinal chemistry and drug formulation.",N/A,N/A,N/A,N/A
121,Master of Pharmacy (M.Pharm.) — Pharmaceutics / Pharmacology / Pharmaceutical Chemistry,N/A,M.Pharm.,Faculty of Pharmacy,Pharmacy,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Passed in B. Pharm. with minimum 55% marks from recognized University,50,Science,Direct Entry,N/A,None,78000,N/A,5500,N/A,N/A,N/A,N/A,N/A,Pharmaceutical Researcher; Drug Development Scientist; Regulatory Affairs; Quality Assurance Head,"PCI approved M.Pharm. with research specializations in Pharmaceutics, Pharmacology or Pharmaceutical Chemistry.",N/A,N/A,N/A,N/A
122,B.P.E.S. — Bachelor of Physical Education & Sports Sciences,N/A,B.P.E.S.,Physical Education & Sports,Physical Education,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 or its equivalent in any stream from a recognized Board,45,Any,Direct Entry,N/A,None,18000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123,M.P.E.S. — Master of Physical Education & Sports,N/A,M.P.E.S.,Physical Education & Sports,Physical Education,Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,B.P.E./B.P.E.S/B.Sc. Sports Sciences/B.P.Ed from a recognized University.,50,Any,Direct Entry,N/A,None,21000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124,PG Diploma in Yoga,N/A,PG Diploma,Physical Education & Sports,Yoga,Any,Direct Entry,1 Year / 2 Sems,N/A,2,N/A,Graduation in any stream from a recognized University.,45,Any,Direct Entry,N/A,None,15000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125,M.A. Yoga,N/A,M.A.,Physical Education & Sports,Yoga,Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream from a recognized University.,45,Any,Direct Entry,N/A,None,21000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,Bachelor of Arts (B.A.),N/A,B.A.,Faculty of Social Sciences & Languages,Arts & Humanities,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,"10+2 with 45% marks in aggregate for general category & 40% for SC/ST/OBC, from a recognized Board.",45,Any,Direct Entry,N/A,None,18000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,B.A. (Hons.) / B.A. (Hons. with Research),N/A,B.A. (Hons.),Faculty of Social Sciences & Languages,Arts & Humanities,Any,Direct Entry,4 Year / 8 Sems,N/A,8,N/A,"10+2 with 45% marks in aggregate for general category & 40% for SC/ST/OBC, from a recognized Board.; As per NEP 2020 with interdisciplinary subjects, multi entryexit option, academic bank of credits (ABC), dual degree, multiple modes of study.; Candidates having passed Bachelor of Arts (BA) with 75% marks in aggregate in three Year from a recognized University will be eligible to join 4th Year Bachelor of Arts (BA) Hons with Research.",45,Any,Direct Entry,N/A,None,18000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
128,M.A. History,N/A,M.A.,Faculty of Social Sciences & Languages,History,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129,M.A. Public Administration,N/A,M.A.,Faculty of Social Sciences & Languages,Political Science & Public Admin,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45 % in relevant subject from a recognized University,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130,M.A. Political Science,N/A,M.A.,Faculty of Social Sciences & Languages,Political Science,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45 % in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,M.A. Economics,N/A,M.A.,Faculty of Social Sciences & Languages,Economics,Commerce; Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Commerce; Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,M.A. English,N/A,M.A.,Faculty of Social Sciences & Languages,English,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,M.A. Religious Studies,N/A,M.A.,Faculty of Social Sciences & Languages,Religious Studies,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134,M.A. Hindi,N/A,M.A.,Faculty of Social Sciences & Languages,Hindi,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135,M.A. Music,N/A,M.A.,Faculty of Social Sciences & Languages,Music,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,M.A. Punjabi,N/A,M.A.,Faculty of Social Sciences & Languages,Punjabi,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,M.A. Sociology,N/A,M.A.,Faculty of Social Sciences & Languages,Sociology,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,M.A. Urdu,N/A,M.A.,Faculty of Social Sciences & Languages,Urdu,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,M.A. Social Work,N/A,M.A.,Faculty of Social Sciences & Languages,Social Work,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140,M.A. Gurmat Sangeet,N/A,M.A.,Faculty of Social Sciences & Languages,Music,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141,M.A. Music (Vocal),N/A,M.A.,Faculty of Social Sciences & Languages,Music,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,M.A. Tabla,N/A,M.A.,Faculty of Social Sciences & Languages,Music,Arts; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Graduation in any stream with 45% marks in aggregate for general category & 40% for SC/ST/OBC or 45% in relevant subject from a recognized University.,45,Arts; Any,Direct Entry,N/A,None,24000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,Ph.D. (Doctor of Philosophy),N/A,Ph.D.,Research,All Departments,Any,Entrance Required,3 Years (Minimum),N/A,N/A,N/A,"Selection process - Through Entrance Test; NET Qualified is exempted from the Entrance Test.; M.Phil. candidates are exempted from the Entrance Test and course; work provided the candidates have completed M.Phil. through; regular mode.; 1) Candidates who have completed:; 1-year/2-semester master's degree programme after a 4-year/8-semester bachelor's degree programme or a 2-year/4-semester master's degree programme after a 3-year bachelor's degree programme or qualifications declared equivalent to the master's degree by the corresponding statutory regulatory body, with at least 55% marks in aggregate or its equivalent grade in a point scale wherever grading system is followed; Or; equivalent qualification from a foreign educational institution accredited by an assessment and accreditation agency which is approved, recognized or authorized by an authority. established or incorporated under a law in its home country or any other statutory authority in that country to assess, accredit or assure quality and standards of the educational institution.; A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/OBC (non-creamy layer)/Differently-Abled, Economically Weaker Section (EWS) and other categories of candidates as per the decision of the Commission from time to time.; Provided that a candidate seeking admission after a 4-year/8- semester bachelor's degree programme should have a minimum of 75% marks in aggregate or its equivalent grade on a point scale wherever the grading system is followed. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/OBC (non-creamy layer)/DifferentlyAbled. Economically Weaker Section (EWS) and other categories of candidates as per the decision of the Commission from time to time.; 2) Candidates who have completed the M.Phil. programme with at least 55% marks in aggregate or its equivalent grade in a point scale wherever grading system is followed or equivalent. qualification from a foreign educational institution accredited by an assessment and accreditation agency which is approved. recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country to assess, accredit or assure quality and standards of educational institutions, shall be eligible for admission to the Ph.D. programme. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/OBC (non-creamy layer) DifferentlyAbled, Economically Weaker Section (EWS) and other categories of candidates as per the decision of the Commission from time to time.",55,Any,Entrance Required,N/A,University Level,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Research Scientist; University Professor; Senior Research Fellow; Industry Researcher,"Doctoral research program available in all departments. Minimum 3-year program with coursework, research and thesis.",N/A,N/A,N/A,N/A
144,Ph.D. (Ayurveda and Dental),N/A,Ph.D.,Research,Ayurveda & Dental Sciences,Science,Entrance Required,3 Years (Minimum),N/A,N/A,N/A,Post-Graduation in the relevant subject with a minimum of 50% marks in aggregate 45% for SC/ST candidates) Selection process - Through Entrance Test.,55,Science,Entrance Required,N/A,University Level,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Ayurvedic Researcher; Senior Dental Scientist; Faculty,Specialized doctoral research in Ayurveda or Dental Sciences with clinical and laboratory research components.,N/A,N/A,N/A,N/A
145,D.Lit. (Doctor of Literature),N/A,D.Lit.,Center for Interdisciplinary Doctoral and Postdoctoral Research (CIDPR),Humanities & Languages,Arts; Any,Interview + Merit,2 Years,N/A,4,N/A,"Ph.D. degree from a recognized university.; Minimum 5 years of research/professional experience post-Ph.D.; Published body of work demonstrating significant, original contribution.",0,Arts; Any,Interview + Merit,N/A,None,55000,N/A,10000,N/A,N/A,N/A,200000,N/A,Distinguished Scholar; Senior Professor; Literary Researcher,Highest literary doctorate awarded for exceptional scholarly contribution to literature.,N/A,N/A,N/A,N/A
146,D.Sc. (Doctor of Science),N/A,D.Sc.,Center for Interdisciplinary Doctoral and Postdoctoral Research (CIDPR),Science & Engineering,Science; Engineering,Interview + Merit,2 Years,N/A,4,N/A,"Ph.D. degree from a recognized university.; Minimum 5 years of research/professional experience post-Ph.D.; Published body of work demonstrating significant, original contribution.",0,Science; Engineering,Interview + Merit,N/A,None,55000,N/A,10000,N/A,N/A,N/A,200000,N/A,Eminent Scientist; Senior Professor; Research Director,Highest science doctorate for distinguished contribution to natural or applied sciences.,N/A,N/A,N/A,N/A
147,L.L.D. (Doctor of Law),N/A,L.L.D.,Research,Law,Any,Direct Entry,2 Years (Minimum),N/A,N/A,N/A,Ph.D. Degree,55,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Distinguished Legal Scholar; Senior Professor; Legal Researcher,Highest doctorate in law for distinguished scholarly contribution to jurisprudence and legal theory.,N/A,N/A,N/A,N/A
148,Bachelor of Naturopathy and Yogic Sciences (BNYS) - Without Hostel,N/A,BNYS,Faculty of Ayurveda,Naturopathy & Yogic Sciences,Science,Direct Entry,5 Years,N/A,5,N/A,"10+2 with Physics, Chemistry, and Biology from a recognized board with minimum 50% marks.",50,Science,Direct Entry,N/A,None,150000,N/A,5500,N/A,N/A,N/A,450000,N/A,Naturopathic Physician; Yoga Therapist; Wellness Consultant; Researcher,"Learn the art and science of natural healing and yoga. Holistic approach to health and wellness without the use of drugs. (Upskilling Fee: Rs. 3,500/semester extra)",N/A,N/A,N/A,N/A
1481,Bachelor of Naturopathy and Yogic Sciences (BNYS) - With Hostel Package,N/A,BNYS,Faculty of Ayurveda,Naturopathy & Yogic Sciences,Science,Direct Entry,5 Years,N/A,5,N/A,"10+2 with Physics, Chemistry, and Biology from a recognized board with minimum 50% marks.",50,Science,Direct Entry,N/A,None,190000,0,5500,0,N/A,N/A,750000,N/A,Naturopathic Physician; Yoga Therapist; Wellness Consultant; Researcher,"Learn the art and science of natural healing and yoga. Holistic approach to health and wellness without the use of drugs. (Upskilling Fee: Rs. 3,500/semester extra)",N/A,N/A,N/A,N/A
501,B.Voc. Medical Laboratory Science (MLS),N/A,B.Voc.,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 in any stream from a recognized Board (under NEP progressive entry/exit structure).,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Lab Technician; Medical Lab Scientist; Hospital Lab Officer; Pathology Supervisor,"B.Voc. Medical Laboratory Science under NEP 2020 progressive entry/exit structure. Covers haematology, microbiology, biochemistry and clinical pathology with hands-on lab training.",N/A,N/A,N/A,N/A
502,B.Voc. Anaesthesia & Operation Theatre Technology,N/A,B.Voc.,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 in any stream from a recognized Board.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,OT Technician; Anaesthesia Technologist; Surgical Assistant; Hospital OT Manager,"B.Voc. Anaesthesia & Operation Theatre Technology covering OT management, anaesthesia assistance, surgical instrumentation and patient care under NEP 2020 framework.",N/A,N/A,N/A,N/A
503,B.Voc. Medical Radiology & Imaging Technology,N/A,B.Voc.,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 in any stream from a recognized Board.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Radiographer; MRI Technologist; CT Scan Operator; Imaging Centre Manager,"B.Voc. Medical Radiology & Imaging Technology covering X-Ray, CT, MRI, ultrasound techniques and radiation safety under the NEP 2020 multi-exit framework.",N/A,N/A,N/A,N/A
504,B.Voc. Business Management,N/A,B.Voc.,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 pass or equivalent in any stream from a recognized Board.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Business Manager; Entrepreneur; Operations Executive; Marketing Associate,"B.Voc. Business Management covering entrepreneurship, marketing, accounting and operations management with NEP 2020 multiple entry-exit levels.",N/A,N/A,N/A,N/A
505,B.Voc. Digital Marketing,N/A,B.Voc.,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 pass or equivalent in any stream from a recognized Board.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Digital Marketer; SEO Analyst; Social Media Manager; Content Strategist,"B.Voc. Digital Marketing covering SEO, social media, content marketing, e-commerce and data analytics under the NEP 2020 progressive curriculum.",N/A,N/A,N/A,N/A
506,BA Yog & Naturopathy,N/A,BA,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,10+2 in any stream from any recognized Board.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Yoga Instructor; Naturopathy Therapist; Wellness Coach; Yoga Centre Manager,"BA Yog & Naturopathy covering yoga philosophy, naturopathic therapies, diet & nutrition, and holistic wellness management.",N/A,N/A,N/A,N/A
507,PG Diploma in Yog & Naturopathy,N/A,PG Diploma,Faculty of Vocational Studies,Vocational Studies,Any,Direct Entry,1 Year / 2 Sems,N/A,2,N/A,B.A. Yog & Naturopathy from any recognized University.,45,Any,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,Senior Yoga Therapist; Naturopathy Consultant; Wellness Director; Academic Faculty,"Post-Graduate Diploma in Yog & Naturopathy — advanced training in naturopathic clinical practice, yoga therapy and research methodology.",N/A,N/A,N/A,N/A
